Course,Area of Interest,History,Political Science,Sociology,Psychology,Economics,Philosophy,Geography,English,Hindi,Sanskrit,Fine Arts,PE,Logical Reasoning,Memory,Communication,Empathy,Creativity,Critical Thinking,Final Score,Career Options
BA Geography,Geography & GIS,69,59,56,50,81,43,80,74,52,47,43,49,98,77,44,58,55,80,67.76,"Cartographer, Urban Planner, GIS Specialist, Environmental Consultant, Geography Researcher"
BA Geography,Geography & GIS,61,60,47,57,95,44,92,78,42,47,51,41,90,71,57,52,44,91,65.98,"Cartographer, Urban Planner, GIS Specialist, Environmental Consultant, Geography Researcher"
BA Geography,Geography & GIS,64,46,51,55,87,48,94,64,52,44,50,49,99,72,48,60,53,97,69.16,"Cartographer, Urban Planner, GIS Specialist, Environmental Consultant, Geography Researcher"
BA English,Literature & Writing,89,46,47,42,54,75,43,100,65,40,43,50,51,64,100,55,92,52,68.44,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,86,47,52,55,43,67,55,100,69,51,51,44,55,60,88,51,84,59,66.04,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,84,41,53,41,52,66,49,92,75,53,50,49,45,63,100,40,86,48,65.71,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,84,58,49,50,54,65,54,84,78,58,49,51,43,77,95,47,83,51,66.42,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,83,44,42,48,60,77,50,82,61,48,53,43,48,72,97,54,89,55,67.36,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,99,44,41,49,40,66,56,95,62,53,49,46,56,65,83,56,88,43,65.69,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,81,56,47,54,54,67,55,98,70,41,56,55,54,72,94,43,95,51,67.4,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,82,56,57,57,56,71,60,83,71,60,59,54,55,64,100,54,96,57,69.78,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,92,58,52,57,53,63,43,99,79,58,52,51,46,71,100,43,81,41,67.42,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,89,49,48,52,46,64,49,89,65,58,60,47,40,76,86,53,100,60,69.47,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,88,56,44,59,47,65,50,98,63,57,40,52,53,60,90,56,83,51,67.22,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,85,40,46,60,55,73,59,99,65,44,60,57,54,65,98,40,80,52,66.71,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,89,60,42,48,47,62,52,85,72,59,59,51,52,61,100,55,85,58,70.53,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,92,56,48,56,41,78,58,86,69,49,59,48,56,74,81,43,98,56,67.82,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,86,57,60,46,56,66,43,87,72,43,45,44,51,63,88,43,98,53,65.73,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,97,49,58,51,57,76,50,82,76,40,54,48,54,62,98,52,91,59,67.29,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,100,56,52,40,49,74,46,97,75,53,57,46,56,77,91,47,81,46,67.4,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,97,45,48,48,53,67,58,82,77,44,53,43,46,79,91,41,90,53,68.56,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,99,45,43,54,40,66,51,89,64,51,57,49,45,71,86,57,81,49,67.56,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,91,56,43,46,48,78,46,81,65,57,45,52,58,61,91,54,93,45,68.73,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,84,57,42,42,49,78,42,91,75,56,46,52,41,63,89,46,96,59,66.24,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,98,44,49,48,52,78,60,85,63,42,42,43,44,67,95,42,91,47,66.84,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,83,53,53,52,45,76,43,87,76,42,56,48,41,72,99,41,99,50,68.4,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,90,42,42,51,44,79,46,86,72,48,60,52,51,72,89,40,87,55,67.56,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,82,42,44,50,46,80,49,89,79,41,42,47,50,72,86,52,81,45,65.47,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,99,41,57,55,51,66,46,96,72,50,45,53,45,65,81,59,94,56,67.67,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,84,56,59,40,57,74,44,86,77,45,60,44,58,69,94,49,95,51,70.16,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,80,55,45,42,41,61,52,88,75,44,60,46,52,79,92,46,89,54,68.93,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,85,44,41,60,54,75,58,88,78,46,43,42,59,70,80,45,90,40,68.8,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,86,45,53,41,43,70,54,97,60,42,42,46,40,70,85,59,82,58,63.89,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,97,51,49,44,48,61,41,85,69,57,51,43,60,76,94,45,95,56,66.27,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,89,44,53,60,52,65,51,87,64,54,55,40,55,64,82,59,94,52,68.78,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,90,60,41,45,45,73,50,87,67,40,60,46,45,80,87,58,100,59,67.76,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,93,57,55,48,54,69,55,83,79,52,44,46,48,67,95,45,95,45,68.82,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,100,40,48,52,58,76,50,87,64,49,46,49,43,68,93,41,88,60,65.42,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,89,49,59,42,45,65,60,81,77,41,51,44,59,66,95,59,80,40,68.18,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,80,60,59,52,48,74,42,93,70,51,52,52,40,69,82,43,95,47,68.29,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,96,58,54,55,54,61,50,80,74,58,43,50,44,62,92,49,90,57,66.29,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,86,48,49,57,46,66,42,91,66,56,40,44,55,74,81,48,86,43,67.71,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,97,60,43,52,40,62,55,83,75,58,40,44,58,70,92,59,84,60,66.91,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,83,43,43,59,60,77,57,95,68,57,41,60,43,71,86,54,86,60,70.0,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,95,58,48,53,56,64,41,99,75,53,53,40,42,66,94,58,99,41,70.04,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,88,58,44,57,55,63,51,86,73,51,42,44,56,69,89,50,96,44,68.0,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,89,48,56,40,43,63,57,88,77,53,54,45,49,74,83,57,97,56,68.38,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,86,55,50,53,42,78,57,89,65,52,49,57,59,75,85,52,83,53,66.67,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,99,44,47,51,41,71,44,84,72,48,49,40,42,77,91,42,88,41,64.0,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,93,43,58,52,46,71,42,88,61,48,51,51,54,61,97,52,93,44,66.91,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,91,49,50,41,44,66,45,82,72,42,60,45,50,76,89,51,96,43,64.73,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,90,46,41,57,60,63,47,99,73,51,60,57,50,67,81,54,88,58,70.56,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA English,Literature & Writing,87,58,44,50,54,67,58,87,78,57,49,46,48,60,98,44,98,40,68.71,"Content Writer / Copywriter, Journalist / Editor, Teacher / Lecturer, Scriptwriter / Author, Communication Specialist"
BA Hindi,Language & Literature,95,46,51,47,44,49,60,64,96,64,54,52,40,90,80,50,77,57,69.6,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,95,52,46,40,55,40,56,65,81,76,45,53,57,85,89,57,68,47,67.0,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,96,45,53,45,46,51,42,73,98,75,46,47,57,92,100,48,69,60,68.4,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,94,59,41,52,41,58,41,62,85,62,49,45,55,96,98,42,77,46,66.62,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,99,51,44,42,50,43,44,60,97,71,52,48,41,84,92,55,75,42,65.04,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,90,53,42,55,54,49,48,70,95,69,56,58,41,81,85,58,67,42,68.07,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,95,40,60,42,57,48,45,80,80,80,49,45,51,83,92,56,67,59,66.58,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,91,46,51,41,53,44,48,80,90,64,42,56,41,80,86,53,64,58,66.36,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,81,47,48,42,41,46,44,80,84,79,52,60,59,85,99,57,61,45,66.93,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,82,40,40,58,44,52,58,71,95,78,42,51,44,81,86,52,74,42,68.44,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,99,44,47,40,47,57,59,75,97,79,51,52,52,89,86,53,75,54,69.58,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,88,47,57,57,52,57,54,63,96,64,55,48,49,97,96,57,66,43,67.73,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,95,42,57,60,53,54,56,60,100,76,50,56,53,99,98,60,66,52,72.16,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,93,40,46,47,57,48,40,76,98,65,42,44,41,99,83,49,69,60,66.76,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,95,56,55,46,55,42,55,67,91,62,56,60,57,90,83,55,76,48,68.07,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,99,41,48,60,45,42,59,65,86,60,40,44,45,92,81,54,74,52,66.91,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,86,53,49,56,53,47,43,75,92,79,57,53,57,84,88,42,67,59,68.47,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,98,60,42,50,50,56,55,66,83,78,51,54,50,84,84,54,77,50,68.96,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,81,59,54,59,43,57,45,78,90,61,47,50,44,97,97,53,69,42,67.64,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,82,50,51,51,42,60,46,73,90,66,60,49,50,94,98,55,80,59,69.58,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,97,52,44,43,53,47,48,78,82,64,60,57,40,87,98,56,76,50,66.51,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,85,53,42,51,43,51,52,61,81,74,56,46,53,91,96,53,65,58,66.38,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,97,44,45,41,47,54,54,70,80,77,51,51,50,87,86,60,61,50,66.91,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,82,59,49,57,53,57,47,69,92,80,47,43,43,84,80,56,61,47,66.36,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,94,44,41,46,47,46,46,73,100,77,45,43,49,97,91,55,66,45,65.91,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,82,51,54,49,59,58,55,70,87,62,46,46,53,81,89,58,68,55,69.51,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,97,48,55,52,49,59,53,71,98,66,54,55,47,89,83,58,78,60,70.89,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,93,40,55,49,58,42,44,68,97,70,55,41,51,85,90,47,71,41,66.36,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,94,41,40,49,41,51,47,64,80,74,45,51,47,92,98,40,70,59,64.13,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,87,44,56,47,49,41,48,62,97,66,54,60,59,97,82,53,61,53,67.6,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,95,47,46,50,42,56,53,65,87,64,47,41,54,91,96,40,74,53,68.73,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,95,48,40,56,52,60,60,64,89,65,58,52,40,99,94,53,67,49,68.31,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,96,48,42,50,51,49,56,76,90,63,46,60,53,86,87,40,63,51,65.6,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
BA Hindi,Language & Literature,92,59,45,50,43,59,55,66,90,60,46,51,46,86,89,55,67,48,66.8,"Hindi Writer / Poet, Translator / Interpreter, Journalist / News Editor, Teacher / Lecturer, Media & Publishing Specialist"
