Course,Physics,Chemistry,Biology,Math,English,Hindi,Psychology,CS,Logical Reasoning,Analytical Thinking,Critical Thinking,Problem-Solving,Communication,Creativity,Research Skills,Numerical Aptitude,Empathy,Attention to Detail,Career Option
B.Pharm,74,97,85,57,73,52,49,45,52,80,62,92,53,48,95,40,46,41,Quality Control Analyst
B.Pharm,79,83,85,51,64,46,57,56,49,79,62,99,41,48,98,52,50,51,Drug Safety Specialist
B.Pharm,64,90,99,45,79,49,55,60,58,78,62,97,54,56,89,45,60,52,Production Manager (Pharma Industry)
B.Pharm,72,82,99,45,66,40,57,51,43,71,78,89,59,48,96,55,55,44,Pharmacovigilance Officer
B.Pharm,60,96,89,44,73,40,43,47,51,77,75,94,50,59,86,54,45,55,Pharmacist
B.Pharm,76,91,90,46,66,52,60,49,49,67,78,88,53,50,84,54,41,45,Quality Control Analyst
B.Pharm,75,87,97,51,74,40,57,60,45,69,66,92,51,54,85,55,54,41,Production Manager (Pharma Industry)
B.Pharm,72,82,97,50,62,59,46,56,48,75,79,94,40,46,83,51,57,41,Clinical Research Associate
B.Pharm,60,85,86,44,74,42,53,40,42,72,71,85,52,40,83,57,44,46,Pharmacist
B.Pharm,75,93,97,54,66,58,57,57,47,74,74,84,56,50,99,59,46,53,Clinical Research Associate
B.Pharm,71,80,95,60,79,42,57,41,48,62,64,90,44,48,99,48,57,58,Pharmaceutical Sales Representative
B.Pharm,76,97,80,43,72,60,57,57,54,69,77,91,46,50,100,42,46,53,Pharmacist
B.Pharm,62,99,88,40,71,49,47,50,48,64,66,96,45,60,88,42,41,53,Pharmacovigilance Officer
B.Pharm,80,90,93,43,77,54,60,41,51,67,67,82,55,52,87,58,53,51,Quality Control Analyst
B.Pharm,74,88,89,46,60,41,42,60,59,80,80,89,59,56,82,47,49,54,Drug Safety Specialist
B.Pharm,77,93,86,47,68,41,42,43,40,66,67,87,53,52,99,60,60,49,Quality Control Analyst
B.Pharm,73,86,97,59,64,53,51,52,42,76,63,83,52,44,81,42,52,55,Pharmacovigilance Officer
B.Pharm,64,85,81,41,62,59,47,58,46,61,62,86,48,51,92,45,48,44,Production Manager (Pharma Industry)
B.Pharm,79,81,83,59,71,46,40,57,59,74,67,89,60,46,82,40,40,48,Pharmacovigilance Officer
B.Pharm,78,85,91,40,60,51,53,48,49,75,66,100,47,43,97,45,46,50,Production Manager (Pharma Industry)
B.Pharm,63,99,96,48,67,60,56,40,48,79,65,80,52,42,94,48,48,58,Pharmaceutical Sales Representative
B.Pharm,69,81,92,46,71,46,51,55,40,62,70,96,54,44,83,40,58,43,Production Manager (Pharma Industry)
B.Pharm,62,97,80,52,77,44,44,60,56,64,65,88,54,42,96,41,50,42,Clinical Research Associate
B.Pharm,61,100,98,45,71,57,59,42,45,65,75,88,44,44,92,55,42,53,Production Manager (Pharma Industry)
B.Pharm,63,96,88,41,80,58,46,55,48,75,66,94,56,48,92,60,46,54,Production Manager (Pharma Industry)
B.Pharm,80,80,89,50,68,52,43,47,50,64,69,92,55,52,82,48,58,43,Pharmacist
B.Pharm,65,90,98,49,66,53,55,58,53,66,79,80,60,48,81,59,58,48,Clinical Research Associate
B.Pharm,65,80,81,58,72,56,42,49,42,80,76,90,53,56,82,42,46,45,Pharmacist
B.Pharm,66,87,82,54,66,53,53,41,55,79,78,100,59,41,98,41,53,50,Production Manager (Pharma Industry)
B.Pharm,66,91,100,53,64,55,54,60,57,66,73,88,57,53,87,55,55,48,Pharmacovigilance Officer
B.Pharm,74,100,94,55,63,46,60,49,54,69,80,89,49,43,89,40,56,40,Quality Control Analyst
B.Pharm,80,93,81,58,77,50,55,56,55,63,60,97,54,46,85,60,58,52,Production Manager (Pharma Industry)
B.Pharm,68,97,90,60,73,41,42,45,43,63,65,100,58,52,98,46,52,45,Pharmacist
B.Pharm,61,82,97,55,60,54,56,43,58,64,68,82,49,52,83,58,45,57,Pharmacovigilance Officer
B.Pharm,66,91,91,45,61,51,59,43,56,73,73,82,53,60,99,48,52,54,Drug Safety Specialist
B.Pharm,67,94,85,43,71,41,44,60,56,73,60,81,58,46,84,47,46,43,Pharmacist
B.Pharm,75,90,86,60,79,43,44,47,48,79,76,87,59,40,85,55,54,40,Drug Safety Specialist
B.Pharm,79,99,89,44,72,53,46,57,45,73,75,90,42,55,95,46,60,52,Pharmaceutical Sales Representative
B.Pharm,66,98,96,51,79,49,44,59,53,75,76,98,51,57,93,42,50,46,Pharmacovigilance Officer
B.Pharm,60,85,94,48,74,41,58,58,50,62,62,85,58,59,84,46,53,45,Pharmacist
B.Pharm,63,92,95,54,72,55,59,46,59,68,71,96,40,45,90,41,56,54,Pharmaceutical Sales Representative
B.Pharm,60,97,87,48,76,48,53,53,59,66,71,81,57,44,81,40,42,49,Production Manager (Pharma Industry)
B.Pharm,62,93,81,55,78,44,40,42,45,68,79,93,58,44,97,48,60,43,Clinical Research Associate
B.Pharm,67,93,98,51,67,51,51,59,50,76,75,84,42,58,93,53,44,47,Quality Control Analyst
B.Pharm,73,95,95,43,65,44,55,43,54,65,60,94,46,40,85,58,58,50,Pharmacovigilance Officer
B.Pharm,66,90,83,59,63,42,43,50,44,74,78,93,60,52,87,51,57,47,Pharmacovigilance Officer
B.Pharm,77,87,86,41,65,53,46,55,48,64,73,85,59,48,98,42,48,51,Clinical Research Associate
B.Pharm,79,94,80,59,71,52,44,46,45,75,78,92,43,49,86,44,52,56,Pharmacovigilance Officer
B.Pharm,78,94,84,52,77,43,46,58,57,73,66,83,44,60,92,54,57,51,Production Manager (Pharma Industry)
B.Pharm,71,87,80,50,68,46,52,50,57,76,63,84,45,60,92,40,52,47,Pharmaceutical Sales Representative
B.Pharm,63,94,80,58,72,40,54,53,52,64,71,95,43,43,85,42,55,40,Pharmacovigilance Officer
B.Pharm,75,100,89,40,80,40,58,50,55,65,78,85,44,42,83,44,46,53,Pharmacist
B.Pharm,73,83,80,41,74,54,50,40,56,69,65,87,59,52,86,60,49,52,Quality Control Analyst
B.Pharm,73,99,100,51,79,48,52,55,45,70,79,83,43,52,94,60,56,46,Pharmaceutical Sales Representative
B.Pharm,69,90,83,43,65,52,45,45,54,70,70,93,42,55,92,48,53,46,Clinical Research Associate
B.Pharm,62,95,97,48,76,46,48,57,44,75,75,99,48,55,96,42,42,49,Clinical Research Associate
B.Pharm,73,84,94,40,78,54,59,53,54,76,70,90,52,53,87,43,57,43,Pharmacovigilance Officer
B.Pharm,69,80,100,53,65,52,52,54,41,63,79,89,53,56,95,57,43,53,Drug Safety Specialist
B.Pharm,71,93,89,55,62,44,45,40,55,63,76,91,42,58,90,60,54,53,Pharmacovigilance Officer
B.Pharm,80,92,99,52,71,42,49,51,54,80,77,95,57,51,89,55,60,45,Quality Control Analyst
B.Pharm,66,91,86,47,69,53,40,42,59,70,62,87,45,48,86,57,41,56,Pharmacovigilance Officer
B.Pharm,71,81,81,52,62,44,51,42,50,73,71,86,54,49,86,40,55,60,Clinical Research Associate
B.Pharm,60,90,98,56,62,48,54,52,54,66,63,91,53,52,83,51,40,47,Quality Control Analyst
B.Pharm,65,98,84,48,74,60,41,43,43,60,67,95,51,41,80,57,56,53,Pharmacovigilance Officer
B.Pharm,60,85,81,56,67,50,52,46,59,62,72,91,42,43,99,50,50,52,Clinical Research Associate
B.Pharm,63,92,95,47,77,43,42,56,59,70,78,88,46,53,85,57,50,48,Clinical Research Associate
B.Pharm,80,91,82,40,64,54,59,50,58,76,70,84,50,57,89,51,44,49,Quality Control Analyst
B.Pharm,80,98,97,53,71,52,47,59,50,79,80,87,48,41,86,56,57,49,Pharmacist
B.Pharm,72,89,85,41,61,52,58,42,52,72,72,90,43,46,85,42,50,50,Quality Control Analyst
B.Pharm,66,82,95,41,72,56,54,42,56,76,72,80,51,57,91,52,50,51,Pharmacist
B.Pharm,68,92,94,55,78,44,59,40,41,69,66,100,47,40,89,60,59,40,Production Manager (Pharma Industry)
B.Pharm,71,88,95,45,79,57,49,44,60,63,74,92,51,57,94,55,56,49,Pharmacist
B.Pharm,63,81,83,55,60,57,59,51,53,76,73,83,51,48,95,56,59,59,Pharmacovigilance Officer
B.Pharm,70,81,81,56,70,58,40,47,60,79,66,97,54,41,91,55,41,56,Pharmacovigilance Officer
B.Pharm,70,80,89,46,65,41,45,53,47,75,62,98,57,47,96,58,60,56,Quality Control Analyst
B.Pharm,77,97,85,43,76,55,44,46,52,67,60,87,53,48,90,52,45,50,Pharmacist
B.Pharm,65,82,100,50,62,51,59,48,48,74,78,88,54,54,88,50,56,42,Drug Safety Specialist
B.Pharm,75,87,99,55,65,46,55,55,59,80,70,100,48,54,88,55,59,40,Drug Safety Specialist
B.Pharm,60,86,81,50,74,59,44,56,51,76,77,96,42,52,96,55,57,42,Pharmacist
B.Pharm,64,83,80,51,61,43,53,55,42,77,79,91,43,51,86,59,54,48,Quality Control Analyst
B.Pharm,65,86,94,40,76,45,42,59,46,70,69,96,44,48,85,51,40,54,Production Manager (Pharma Industry)
B.Pharm,64,89,96,56,63,56,55,56,55,63,73,95,53,49,87,54,44,53,Clinical Research Associate
B.Pharm,66,85,85,52,67,51,49,59,58,65,64,88,48,46,81,42,50,53,Pharmacovigilance Officer
B.Pharm,80,89,87,60,67,55,43,49,42,62,80,100,55,52,95,43,44,51,Production Manager (Pharma Industry)
B.Pharm,76,85,95,42,70,59,53,55,42,71,72,98,43,48,98,59,47,45,Pharmacovigilance Officer
B.Pharm,80,92,83,45,78,54,57,59,43,62,72,87,53,58,95,43,54,52,Drug Safety Specialist
B.Pharm,68,100,82,48,69,56,50,40,41,70,72,97,51,51,87,57,51,57,Pharmacovigilance Officer
B.Pharm,77,80,87,50,77,40,59,42,52,61,76,84,43,44,99,54,52,45,Production Manager (Pharma Industry)
B.Pharm,76,92,91,48,75,57,52,43,54,77,77,80,52,57,81,46,46,54,Drug Safety Specialist
B.Pharm,69,100,86,49,73,57,58,56,45,68,64,89,52,55,90,43,42,41,Clinical Research Associate
B.Pharm,67,93,80,52,73,47,56,49,56,80,64,95,43,57,88,49,42,54,Pharmaceutical Sales Representative
B.Pharm,65,86,82,58,60,49,44,41,45,75,77,82,49,57,81,50,46,57,Clinical Research Associate
B.Pharm,72,83,82,56,71,40,41,58,55,74,71,100,40,42,80,51,45,50,Production Manager (Pharma Industry)
B.Pharm,72,94,89,59,68,43,47,45,59,73,76,94,46,48,92,42,55,42,Pharmaceutical Sales Representative
B.Pharm,68,86,97,60,73,48,55,47,55,61,76,80,55,58,98,55,40,44,Pharmacist
B.Pharm,65,90,91,57,63,52,47,45,48,66,78,95,49,46,80,47,49,44,Production Manager (Pharma Industry)
B.Pharm,75,89,95,41,70,52,40,51,53,70,78,85,56,47,98,46,51,44,Drug Safety Specialist
B.Sc. Biotechnology,64,92,85,51,80,52,56,67,60,100,77,41,59,40,95,52,59,58,Research Associate
B.Sc. Biotechnology,70,83,97,50,60,45,44,74,48,98,69,40,58,53,84,45,57,41,Genetic Engineer
B.Sc. Biotechnology,79,86,97,42,75,54,57,76,40,99,80,43,48,51,89,48,42,52,Genetic Engineer
B.Sc. Biotechnology,71,85,87,52,71,49,56,72,57,98,71,51,45,58,82,42,50,54,Biomedical Scientist
B.Sc. Biotechnology,76,98,85,41,65,49,49,77,42,93,60,44,51,50,87,49,59,48,Research Associate
B.Sc. Biotechnology,64,86,93,43,68,44,50,79,60,80,61,57,53,42,97,59,51,46,Biotech Product Developer
B.Sc. Biotechnology,75,80,85,52,72,40,59,71,56,85,80,56,52,49,81,40,50,40,Biomedical Scientist
B.Sc. Biotechnology,68,88,96,55,64,60,40,70,53,97,63,55,49,47,88,41,47,40,Clinical Research Scientist
B.Sc. Biotechnology,64,94,84,54,78,57,53,71,46,85,69,52,52,59,98,60,41,57,Bioinformatics Specialist
B.Sc. Biotechnology,64,82,98,54,68,50,58,68,53,99,80,44,54,40,80,55,42,53,Research Associate
B.Sc. Biotechnology,75,85,84,53,73,58,44,68,41,91,65,46,59,54,94,51,59,40,Biotech Product Developer
B.Sc. Biotechnology,70,97,96,44,65,56,45,76,53,87,74,51,45,48,98,60,52,59,Biotech Product Developer
B.Sc. Biotechnology,77,98,97,60,69,49,52,80,54,82,79,59,46,48,80,45,51,47,Bioinformatics Specialist
B.Sc. Biotechnology,73,91,84,58,77,54,55,67,59,91,70,60,45,41,99,56,58,54,Genetic Engineer
B.Sc. Biotechnology,62,89,85,59,72,43,43,66,44,94,65,56,47,40,97,41,44,50,Genetic Engineer
B.Sc. Biotechnology,68,82,94,53,64,49,49,61,54,95,68,56,59,44,95,44,60,48,Research Associate
B.Sc. Biotechnology,69,89,100,57,78,41,49,69,41,97,80,54,44,50,100,43,56,58,Biotechnologist
B.Sc. Biotechnology,60,93,85,48,73,42,60,78,47,98,65,49,51,50,91,46,48,43,Clinical Research Scientist
B.Sc. Biotechnology,72,89,92,56,78,42,45,73,57,94,72,43,51,40,94,56,51,51,Research Associate
B.Sc. Biotechnology,79,94,100,45,64,47,54,67,44,95,75,47,48,48,92,49,42,49,Genetic Engineer
B.Sc. Biotechnology,67,87,84,57,60,52,48,75,44,95,60,45,59,56,92,58,48,53,Research Associate
B.Sc. Biotechnology,67,86,97,51,64,51,41,72,46,81,60,46,53,49,86,51,52,48,Genetic Engineer
B.Sc. Biotechnology,66,86,88,47,74,52,41,68,58,94,78,44,51,53,82,55,47,60,Bioinformatics Specialist
B.Sc. Biotechnology,71,83,88,52,70,45,56,76,49,90,66,60,59,56,96,60,52,44,Biotech Product Developer
B.Sc. Biotechnology,67,90,88,56,77,46,54,80,58,96,73,55,41,49,86,57,51,48,Genetic Engineer
B.Sc. Biotechnology,72,80,85,56,69,47,49,67,46,87,60,56,45,53,83,50,49,58,Biotech Product Developer
B.Sc. Biotechnology,76,91,96,48,73,55,50,77,59,84,76,43,58,59,88,41,40,59,Clinical Research Scientist
B.Sc. Biotechnology,64,82,88,50,66,52,54,67,41,96,74,49,60,43,88,50,54,59,Research Associate
B.Sc. Biotechnology,73,84,80,43,61,42,46,61,52,89,78,55,40,41,88,58,43,48,Biomedical Scientist
B.Sc. Biotechnology,80,86,81,41,75,53,55,62,44,80,67,45,51,59,94,46,45,51,Biotech Product Developer
B.Sc. Biotechnology,67,95,81,40,64,46,48,69,59,89,68,52,59,53,98,52,56,44,Genetic Engineer
B.Sc. Biotechnology,76,83,80,53,73,43,52,74,45,98,64,58,54,41,87,49,43,59,Research Associate
B.Sc. Biotechnology,77,83,82,43,78,58,44,63,60,92,79,53,43,51,91,57,60,46,Genetic Engineer
B.Sc. Biotechnology,74,86,97,55,61,41,43,68,47,94,60,50,40,47,84,42,59,44,Bioinformatics Specialist
B.Sc. Biotechnology,77,89,93,45,64,59,52,63,59,90,69,53,50,43,85,41,60,42,Bioinformatics Specialist
B.Sc. Biotechnology,75,90,83,42,69,54,48,60,49,89,79,48,59,54,94,40,42,43,Biotechnologist
B.Sc. Biotechnology,73,84,90,56,75,59,53,63,60,81,62,55,60,58,80,40,49,57,Biotechnologist
B.Sc. Biotechnology,74,85,92,53,72,55,56,62,53,85,61,40,55,41,95,57,49,42,Biomedical Scientist
B.Sc. Biotechnology,77,92,92,40,78,47,43,64,55,94,69,49,43,44,92,46,43,44,Biotechnologist
B.Sc. Biotechnology,67,89,80,47,79,47,59,62,51,98,66,42,40,41,81,40,45,46,Biomedical Scientist
B.Sc. Biotechnology,70,91,95,49,67,58,60,73,44,98,77,46,50,51,96,60,43,42,Biotechnologist
B.Sc. Biotechnology,64,98,86,40,68,41,49,61,49,86,62,60,47,48,89,44,47,50,Clinical Research Scientist
B.Sc. Biotechnology,64,90,88,48,61,50,54,61,49,80,62,58,49,60,82,48,53,50,Genetic Engineer
B.Sc. Biotechnology,70,92,93,46,64,44,55,64,49,90,70,56,42,49,81,54,46,41,Clinical Research Scientist
B.Sc. Biotechnology,76,100,99,48,67,43,55,62,40,88,74,46,52,49,80,58,40,54,Bioinformatics Specialist
B.Sc. Biotechnology,63,96,91,52,63,59,45,68,48,96,70,55,46,51,82,47,60,41,Genetic Engineer
B.Sc. Biotechnology,63,98,94,47,69,54,60,71,46,97,74,50,52,51,99,52,56,49,Biomedical Scientist
B.Sc. Biotechnology,71,81,89,46,79,53,45,74,57,80,68,55,48,44,80,49,52,40,Biotech Product Developer
B.Sc. Biotechnology,80,100,96,43,70,54,49,62,47,87,63,53,55,59,81,50,54,52,Clinical Research Scientist
B.Sc. Biotechnology,70,96,80,45,73,59,48,67,40,89,60,57,58,60,100,60,48,46,Biomedical Scientist
B.Sc. Biotechnology,69,84,98,55,72,54,50,77,42,86,66,48,40,53,81,47,45,48,Clinical Research Scientist
B.Sc. Biotechnology,72,82,98,41,68,49,54,65,53,96,73,59,58,40,89,43,42,51,Biotech Product Developer
B.Sc. Biotechnology,69,91,92,55,60,59,58,74,43,85,61,59,46,47,99,55,41,53,Research Associate
B.Sc. Biotechnology,73,86,90,45,60,48,44,77,50,89,68,40,45,56,97,56,47,45,Biomedical Scientist
B.Sc. Biotechnology,67,91,84,46,76,43,56,79,54,96,68,40,49,49,96,56,43,41,Biotech Product Developer
B.Sc. Biotechnology,69,100,80,53,75,41,47,66,42,88,69,46,45,44,91,42,49,44,Clinical Research Scientist
B.Sc. Biotechnology,70,92,86,60,73,47,45,67,41,97,75,50,41,59,85,49,57,48,Bioinformatics Specialist
B.Sc. Biotechnology,60,93,88,60,68,53,53,76,44,98,78,49,47,55,82,58,47,42,Biotechnologist
B.Sc. Biotechnology,72,92,85,41,80,60,53,63,40,83,68,51,42,45,96,50,44,58,Biotech Product Developer
B.Sc. Biotechnology,63,100,83,57,71,47,56,76,47,84,63,49,45,60,81,59,59,41,Clinical Research Scientist
B.Sc. Biotechnology,75,95,96,45,64,46,51,69,42,86,75,58,58,49,90,49,58,49,Bioinformatics Specialist
B.Sc. Biotechnology,74,81,97,60,80,42,50,70,43,87,60,50,58,42,86,60,42,50,Biomedical Scientist
B.Sc. Biotechnology,79,84,87,60,61,57,52,62,56,94,78,40,47,54,87,41,59,42,Clinical Research Scientist
B.Sc. Biotechnology,70,88,92,49,80,49,52,65,40,81,75,49,52,57,83,56,45,55,Biomedical Scientist
B.Sc. Biotechnology,68,99,99,48,78,55,58,73,57,98,68,45,52,42,90,46,55,54,Clinical Research Scientist
B.Sc. Biotechnology,62,96,81,41,77,55,45,64,46,86,77,55,60,60,81,50,42,49,Bioinformatics Specialist
B.Sc. Biotechnology,69,81,84,59,65,54,57,78,52,93,79,54,57,47,81,48,59,60,Bioinformatics Specialist
B.Sc. Biotechnology,74,80,84,49,73,58,55,72,43,90,76,45,42,48,81,58,41,54,Biomedical Scientist
B.Sc. Biotechnology,80,88,97,58,62,53,50,71,45,83,76,44,51,51,86,42,54,53,Research Associate
B.Sc. Biotechnology,76,86,82,60,69,54,52,78,48,100,70,50,47,46,94,49,56,44,Research Associate
B.Sc. Biotechnology,66,98,89,54,68,59,47,71,42,84,68,54,55,52,80,43,53,55,Clinical Research Scientist
B.Sc. Biotechnology,79,98,82,43,80,53,56,69,43,90,68,53,49,60,97,46,44,56,Clinical Research Scientist
B.Sc. Biotechnology,72,99,87,50,71,56,55,75,58,80,63,52,46,54,87,47,56,54,Clinical Research Scientist
B.Sc. Biotechnology,71,95,84,48,64,42,48,66,57,85,60,47,46,49,97,59,48,42,Clinical Research Scientist
B.Sc. Biotechnology,74,93,87,58,63,44,45,68,60,99,68,44,42,46,85,48,59,51,Genetic Engineer
B.Sc. Biotechnology,61,99,83,60,60,48,52,60,50,87,60,44,42,47,81,44,51,47,Bioinformatics Specialist
B.Sc. Biotechnology,63,99,100,44,74,55,44,63,49,85,64,49,45,48,86,55,58,44,Biomedical Scientist
B.Sc. Biotechnology,75,96,84,44,69,41,49,66,55,83,66,59,52,53,92,43,58,40,Genetic Engineer
B.Sc. Biotechnology,70,82,80,47,71,59,56,60,49,99,69,56,51,52,98,51,59,48,Biotech Product Developer
B.Sc. Biotechnology,71,91,92,57,76,47,53,77,58,85,71,56,51,43,90,52,57,56,Biotech Product Developer
B.Sc. Biotechnology,70,93,99,48,60,51,47,74,51,99,80,53,51,60,100,43,45,58,Biotech Product Developer
B.Sc. Biotechnology,80,96,92,46,78,44,46,60,56,91,78,55,56,43,99,45,45,42,Research Associate
B.Sc. Biotechnology,61,90,100,60,70,54,41,63,51,95,67,54,52,46,83,60,50,54,Biomedical Scientist
B.Sc. Biotechnology,78,99,86,52,62,47,44,70,52,82,73,56,57,47,94,45,50,56,Biomedical Scientist
B.Sc. Biotechnology,67,86,96,51,71,44,54,69,51,92,77,54,54,54,83,52,50,45,Biotech Product Developer
B.Sc. Biotechnology,79,83,89,58,78,50,59,76,49,97,74,41,46,59,80,52,50,51,Research Associate
B.Sc. Biotechnology,75,93,84,57,66,57,57,72,52,94,77,60,46,40,97,48,59,47,Biotech Product Developer
B.Sc. Biotechnology,69,95,95,54,64,60,41,68,54,95,73,50,46,56,88,48,59,54,Research Associate
B.Sc. Biotechnology,65,91,94,58,69,54,55,60,49,85,75,56,43,41,89,60,60,41,Biotechnologist
B.Sc. Biotechnology,65,88,87,48,66,42,52,64,58,87,60,50,57,40,94,40,50,42,Clinical Research Scientist
B.Sc. Biotechnology,67,87,81,42,72,42,42,64,55,99,70,43,58,58,81,42,54,53,Clinical Research Scientist
B.Sc. Biotechnology,71,88,90,43,61,57,60,74,51,88,67,55,58,59,87,44,43,59,Biotechnologist
B.Sc. Biotechnology,73,93,99,52,63,55,45,67,42,85,66,41,59,46,88,52,48,47,Bioinformatics Specialist
B.Sc. Biotechnology,68,90,91,44,62,52,44,68,41,89,78,48,46,43,86,52,59,50,Biotechnologist
B.Sc. Biotechnology,71,99,82,58,61,46,50,70,51,93,68,60,47,49,87,60,50,60,Biotech Product Developer
B.Sc. Biotechnology,62,85,84,49,60,48,49,60,51,100,68,43,54,49,82,48,47,42,Clinical Research Scientist
B.Sc. Biotechnology,63,90,88,42,69,49,53,75,58,96,75,46,54,52,93,50,42,42,Research Associate
B.Sc. Biotechnology,72,96,81,41,73,49,57,75,60,86,68,52,44,46,85,56,54,52,Genetic Engineer
B.Sc. Biotechnology,74,87,90,46,64,49,57,67,57,85,64,42,57,46,81,52,58,57,Biotechnologist
B.Sc. Biotechnology,72,80,89,41,61,53,56,62,43,83,62,43,58,59,81,52,52,59,Bioinformatics Specialist
B.Sc. Microbiology,60,85,91,43,63,46,53,68,41,77,80,59,49,49,95,42,40,55,Vaccine Researcher
B.Sc. Microbiology,73,96,93,54,63,60,55,74,51,60,93,55,46,59,93,50,44,50,Industrial Microbiologist
B.Sc. Microbiology,70,83,93,50,64,60,59,63,50,65,95,52,52,52,80,48,53,53,Environmental Microbiologist
B.Sc. Microbiology,62,97,80,60,61,48,51,80,47,72,89,49,56,41,99,55,57,42,Microbiologist
B.Sc. Microbiology,74,84,83,46,69,50,45,80,49,75,98,43,46,43,100,54,44,46,Industrial Microbiologist
B.Sc. Microbiology,73,85,80,47,74,53,41,77,47,61,81,45,50,48,96,47,47,50,Medical Laboratory Scientist
B.Sc. Microbiology,63,83,91,57,63,47,40,68,47,70,87,53,47,54,94,46,46,44,Vaccine Researcher
B.Sc. Microbiology,70,98,86,48,63,49,59,64,58,72,94,55,58,54,92,57,53,50,Vaccine Researcher
B.Sc. Microbiology,77,99,89,42,77,54,52,62,56,73,96,58,47,53,100,54,41,53,Medical Laboratory Scientist
B.Sc. Microbiology,64,82,86,47,66,55,44,72,56,63,81,40,51,46,96,54,54,47,Food & Beverage Microbiologist
B.Sc. Microbiology,80,88,91,40,74,42,55,60,52,68,96,59,41,57,100,46,41,52,Clinical Microbiologist
B.Sc. Microbiology,66,98,93,54,60,48,43,77,59,61,89,53,55,50,98,44,49,40,Food & Beverage Microbiologist
B.Sc. Microbiology,67,89,93,60,79,45,52,63,40,80,96,58,52,42,87,58,55,57,Microbiologist
B.Sc. Microbiology,77,88,100,49,80,47,47,77,55,66,92,56,49,49,89,55,56,50,Environmental Microbiologist
B.Sc. Microbiology,76,96,88,49,64,54,49,79,42,73,97,53,42,54,94,47,58,46,Medical Laboratory Scientist
B.Sc. Microbiology,78,98,84,55,66,46,59,73,48,74,85,54,48,41,98,57,40,51,Medical Laboratory Scientist
B.Sc. Microbiology,68,87,83,56,65,50,49,77,58,66,82,54,44,47,92,47,46,49,Food & Beverage Microbiologist
B.Sc. Microbiology,64,88,90,57,67,46,46,62,45,62,96,45,49,49,93,44,59,55,Medical Laboratory Scientist
B.Sc. Microbiology,71,89,88,50,80,46,47,71,40,66,86,47,40,60,85,40,40,48,Environmental Microbiologist
B.Sc. Microbiology,63,97,97,48,61,56,52,71,45,67,85,41,45,53,86,60,57,50,Medical Laboratory Scientist
B.Sc. Microbiology,78,86,81,53,70,43,46,67,44,74,89,54,51,52,80,43,45,48,Environmental Microbiologist
B.Sc. Microbiology,65,83,96,51,73,49,42,80,51,73,89,47,52,47,84,43,56,49,Microbiologist
B.Sc. Microbiology,79,90,96,57,60,40,40,69,57,69,90,41,43,40,84,45,54,51,Microbiologist
B.Sc. Microbiology,79,81,94,42,64,60,45,79,58,71,90,56,41,58,100,49,46,54,Industrial Microbiologist
B.Sc. Microbiology,80,83,84,40,74,45,47,80,58,76,89,41,54,44,86,56,50,57,Food & Beverage Microbiologist
B.Sc. Microbiology,70,80,94,42,65,53,42,64,51,78,95,59,59,52,84,50,48,51,Microbiologist
B.Sc. Microbiology,77,81,95,45,70,58,58,68,46,74,81,41,57,54,92,41,54,58,Vaccine Researcher
B.Sc. Microbiology,67,87,88,50,80,48,40,77,42,68,85,54,42,60,87,43,56,50,Clinical Microbiologist
B.Sc. Microbiology,69,94,90,45,67,48,54,66,46,78,100,43,58,44,82,40,44,40,Industrial Microbiologist
B.Sc. Microbiology,61,83,82,50,78,40,43,76,52,70,99,49,42,58,99,42,42,56,Microbiologist
B.Sc. Microbiology,76,99,80,48,78,44,58,79,60,60,83,59,43,40,95,44,48,50,Microbiologist
B.Sc. Microbiology,74,94,81,42,75,56,56,76,55,63,84,57,57,46,91,47,53,55,Medical Laboratory Scientist
B.Sc. Microbiology,60,98,92,47,79,59,49,77,42,72,85,46,40,58,96,58,47,46,Food & Beverage Microbiologist
B.Sc. Microbiology,61,95,84,58,60,51,54,67,47,67,87,53,44,55,99,40,42,45,Environmental Microbiologist
B.Sc. Microbiology,72,83,85,58,70,44,60,63,55,80,81,59,59,46,84,42,46,47,Food & Beverage Microbiologist
B.Sc. Microbiology,73,94,98,59,80,49,43,69,54,61,90,43,54,56,95,40,57,54,Environmental Microbiologist
B.Sc. Microbiology,72,89,85,48,78,47,51,69,58,61,99,49,56,44,91,56,60,43,Vaccine Researcher
B.Sc. Microbiology,63,81,87,54,76,40,48,79,49,68,83,45,58,45,87,45,52,55,Environmental Microbiologist
B.Sc. Microbiology,70,98,82,46,78,49,53,79,43,79,96,57,51,46,93,56,56,58,Medical Laboratory Scientist
B.Sc. Microbiology,68,93,86,41,78,48,43,79,53,65,83,41,47,59,84,51,57,43,Clinical Microbiologist
B.Sc. Microbiology,79,87,95,52,71,55,52,60,41,61,86,49,56,40,86,57,59,60,Environmental Microbiologist
B.Sc. Microbiology,69,98,97,52,65,50,46,67,45,72,83,57,59,53,83,50,44,43,Vaccine Researcher
B.Sc. Microbiology,78,86,91,54,79,58,51,60,57,78,100,40,55,41,100,48,53,51,Industrial Microbiologist
B.Sc. Microbiology,67,80,99,42,73,48,44,79,47,63,84,46,45,49,95,40,44,56,Environmental Microbiologist
B.Sc. Microbiology,78,92,85,44,68,55,51,66,51,70,99,59,57,41,89,59,40,49,Microbiologist
B.Sc. Microbiology,69,96,88,43,67,60,55,73,47,70,87,41,50,47,98,60,54,44,Food & Beverage Microbiologist
